Symbol,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Precision,Recall,F1_Score
DIVISLAB,LSTM,317.8225109190487,251.46453380801552,4.290791518328139,0.9259901054103232,48.32869080779944,0.4851485148514851,0.1331521739130435,0.208955223880597
DIVISLAB,CNN-LSTM,474.5213722709394,399.7435535952873,6.832704958325497,0.8350197215934896,48.74651810584958,0.5,0.0326086956521739,0.0612244897959183
DRREDDY,LSTM,53.77135964464099,46.24451024554015,3.6546802434231513,0.5412646088074314,49.02506963788301,0.525,0.0570652173913043,0.1029411764705882
DRREDDY,CNN-LSTM,104.34969618494218,98.7987559809782,7.892129938573261,-0.7275975872114728,48.74651810584958,0.0,0.0,0.0
EICHERMOT,LSTM,936.5958533289262,713.8342160712375,11.548118253263766,0.5205083334798499,49.58217270194986,0.6666666666666666,0.0109890109890109,0.0216216216216216
EICHERMOT,CNN-LSTM,870.5981434737434,639.0943129810363,10.129111490896724,0.5857027260358516,50.974930362116986,0.5833333333333334,0.1153846153846153,0.1926605504587156
GRASIM,LSTM,312.584109749035,272.51803892483207,10.09352184455567,0.1615247441938221,48.60724233983287,0.5416666666666666,0.0350404312668463,0.0658227848101265
GRASIM,CNN-LSTM,442.3810979187737,403.9362607223419,15.204699655040104,-0.6793823375655543,48.32869080779944,0.0,0.0,0.0
HCLTECH,LSTM,182.60732583222068,156.94009803717034,10.19696990935169,0.1620788817324397,49.44289693593314,0.4285714285714285,0.0166204986149584,0.032
HCLTECH,CNN-LSTM,214.94559702071484,185.11340937174887,12.016536528940325,-0.160977624913251,50.13927576601671,0.6153846153846154,0.0221606648199446,0.0427807486631016
HDFCBANK,LSTM,36.89578638287978,28.346744711771365,3.2103540684789498,0.8448504555781715,50.55710306406686,0.5096153846153846,0.2952646239554317,0.3738977072310405
HDFCBANK,CNN-LSTM,42.82193980729837,32.80666090998111,3.676943811743544,0.7910080127044973,51.81058495821726,0.5424836601307189,0.2311977715877437,0.32421875
HDFCLIFE,LSTM,18.081633868529345,14.003868298791517,2.022828691395653,0.9364455640722064,54.56790123456791,0.5169491525423728,0.324468085106383,0.3986928104575163
HDFCLIFE,CNN-LSTM,13.94182981860563,10.777938046355166,1.5695105564324452,0.9622158130988768,49.38271604938272,0.4308943089430894,0.2819148936170212,0.3408360128617363
HEROMOTOCO,LSTM,472.7314086655636,391.99287364487134,7.925759837539701,0.7065038806312458,49.58217270194986,0.6666666666666666,0.0485175202156334,0.0904522613065326
HEROMOTOCO,CNN-LSTM,675.2332831506504,561.1477210048223,11.296746571943624,0.4012009133357389,49.721448467966574,0.5961538461538461,0.0835579514824797,0.1465721040189125
